metadataId,imageRef,name,curator,artist,prompt,description
31,31.jpg,Higher States of Being  - Vol 2 #031,agrimony.eth,agrimony.eth,"stylish astronaut wearing a space helmet and a [clothing], facing half right. Rendered in a cyberpunk brush style with slightly reduced color fidelity, showcasing more muted neon colors and softer dynamic strokes, yet maintaining the futuristic and gritty aesthetic. The soft fabric contrasts with the sleek, reflective surface of the helmet, set against a dark background that subtly enhances the colors and stylistic shading, creating a moody and atmospheric effect. The astronaut gazes wistfully up, both representing a longing to be free of this world and to go higher","Higher States of Being is an experiment in permissionless digital art collectivism. 
Each volume collects AI generations seeded by a specific curated prompt which is then tweaked and worked by the artist to build on and expand the Higher oeuvre. 
Competing Higher narratives ensure that only the best vibes will win the culture wars and thus expand the influence of higher.

To this end, generative AI will be the great equalizer - allowing anyone to participate in this grand experiment.
Higher is no one, higher is everyone.

We invite you to remix and build upon the original prompts, and to release your own collections.
We only ask that you donate a portion of your proceeds back to the Higher Collective"
32,32.jpg,Higher States of Being  - Vol 2 #032,agrimony.eth,agrimony.eth,"stylish astronaut wearing a space helmet and a [clothing], facing half right. Rendered in a cyberpunk brush style with slightly reduced color fidelity, showcasing more muted neon colors and softer dynamic strokes, yet maintaining the futuristic and gritty aesthetic. The soft fabric contrasts with the sleek, reflective surface of the helmet, set against a dark background that subtly enhances the colors and stylistic shading, creating a moody and atmospheric effect. The astronaut gazes wistfully up, both representing a longing to be free of this world and to go higher","Higher States of Being is an experiment in permissionless digital art collectivism. 
Each volume collects AI generations seeded by a specific curated prompt which is then tweaked and worked by the artist to build on and expand the Higher oeuvre. 
Competing Higher narratives ensure that only the best vibes will win the culture wars and thus expand the influence of higher.

To this end, generative AI will be the great equalizer - allowing anyone to participate in this grand experiment.
Higher is no one, higher is everyone.

We invite you to remix and build upon the original prompts, and to release your own collections.
We only ask that you donate a portion of your proceeds back to the Higher Collective"
33,33.jpg,Higher States of Being  - Vol 2 #033,agrimony.eth,agrimony.eth,"stylish astronaut wearing a space helmet and a [clothing], facing half right. Rendered in a cyberpunk brush style with slightly reduced color fidelity, showcasing more muted neon colors and softer dynamic strokes, yet maintaining the futuristic and gritty aesthetic. The soft fabric contrasts with the sleek, reflective surface of the helmet, set against a dark background that subtly enhances the colors and stylistic shading, creating a moody and atmospheric effect. The astronaut gazes wistfully up, both representing a longing to be free of this world and to go higher","Higher States of Being is an experiment in permissionless digital art collectivism. 
Each volume collects AI generations seeded by a specific curated prompt which is then tweaked and worked by the artist to build on and expand the Higher oeuvre. 
Competing Higher narratives ensure that only the best vibes will win the culture wars and thus expand the influence of higher.

To this end, generative AI will be the great equalizer - allowing anyone to participate in this grand experiment.
Higher is no one, higher is everyone.

We invite you to remix and build upon the original prompts, and to release your own collections.
We only ask that you donate a portion of your proceeds back to the Higher Collective"
34,34.jpg,Higher States of Being  - Vol 2 #034,agrimony.eth,agrimony.eth,"stylish astronaut wearing a space helmet and a [clothing], facing half right. Rendered in a cyberpunk brush style with slightly reduced color fidelity, showcasing more muted neon colors and softer dynamic strokes, yet maintaining the futuristic and gritty aesthetic. The soft fabric contrasts with the sleek, reflective surface of the helmet, set against a dark background that subtly enhances the colors and stylistic shading, creating a moody and atmospheric effect. The astronaut gazes wistfully up, both representing a longing to be free of this world and to go higher","Higher States of Being is an experiment in permissionless digital art collectivism. 
Each volume collects AI generations seeded by a specific curated prompt which is then tweaked and worked by the artist to build on and expand the Higher oeuvre. 
Competing Higher narratives ensure that only the best vibes will win the culture wars and thus expand the influence of higher.

To this end, generative AI will be the great equalizer - allowing anyone to participate in this grand experiment.
Higher is no one, higher is everyone.

We invite you to remix and build upon the original prompts, and to release your own collections.
We only ask that you donate a portion of your proceeds back to the Higher Collective"
35,35.jpg,Higher States of Being  - Vol 2 #035,agrimony.eth,agrimony.eth,"stylish astronaut wearing a space helmet and a [clothing], facing half right. Rendered in a cyberpunk brush style with slightly reduced color fidelity, showcasing more muted neon colors and softer dynamic strokes, yet maintaining the futuristic and gritty aesthetic. The soft fabric contrasts with the sleek, reflective surface of the helmet, set against a dark background that subtly enhances the colors and stylistic shading, creating a moody and atmospheric effect. The astronaut gazes wistfully up, both representing a longing to be free of this world and to go higher","Higher States of Being is an experiment in permissionless digital art collectivism. 
Each volume collects AI generations seeded by a specific curated prompt which is then tweaked and worked by the artist to build on and expand the Higher oeuvre. 
Competing Higher narratives ensure that only the best vibes will win the culture wars and thus expand the influence of higher.

To this end, generative AI will be the great equalizer - allowing anyone to participate in this grand experiment.
Higher is no one, higher is everyone.

We invite you to remix and build upon the original prompts, and to release your own collections.
We only ask that you donate a portion of your proceeds back to the Higher Collective"
36,36.jpg,Higher States of Being  - Vol 2 #036,agrimony.eth,agrimony.eth,"stylish astronaut wearing a space helmet and a [clothing], facing half right. Rendered in a cyberpunk brush style with slightly reduced color fidelity, showcasing more muted neon colors and softer dynamic strokes, yet maintaining the futuristic and gritty aesthetic. The soft fabric contrasts with the sleek, reflective surface of the helmet, set against a dark background that subtly enhances the colors and stylistic shading, creating a moody and atmospheric effect. The astronaut gazes wistfully up, both representing a longing to be free of this world and to go higher","Higher States of Being is an experiment in permissionless digital art collectivism. 
Each volume collects AI generations seeded by a specific curated prompt which is then tweaked and worked by the artist to build on and expand the Higher oeuvre. 
Competing Higher narratives ensure that only the best vibes will win the culture wars and thus expand the influence of higher.

To this end, generative AI will be the great equalizer - allowing anyone to participate in this grand experiment.
Higher is no one, higher is everyone.

We invite you to remix and build upon the original prompts, and to release your own collections.
We only ask that you donate a portion of your proceeds back to the Higher Collective"
37,37.jpg,Higher States of Being  - Vol 2 #037,agrimony.eth,agrimony.eth,"stylish astronaut wearing a space helmet and a [clothing], facing half right. Rendered in a cyberpunk brush style with slightly reduced color fidelity, showcasing more muted neon colors and softer dynamic strokes, yet maintaining the futuristic and gritty aesthetic. The soft fabric contrasts with the sleek, reflective surface of the helmet, set against a dark background that subtly enhances the colors and stylistic shading, creating a moody and atmospheric effect. The astronaut gazes wistfully up, both representing a longing to be free of this world and to go higher","Higher States of Being is an experiment in permissionless digital art collectivism. 
Each volume collects AI generations seeded by a specific curated prompt which is then tweaked and worked by the artist to build on and expand the Higher oeuvre. 
Competing Higher narratives ensure that only the best vibes will win the culture wars and thus expand the influence of higher.

To this end, generative AI will be the great equalizer - allowing anyone to participate in this grand experiment.
Higher is no one, higher is everyone.

We invite you to remix and build upon the original prompts, and to release your own collections.
We only ask that you donate a portion of your proceeds back to the Higher Collective"
38,38.jpg,Higher States of Being  - Vol 2 #038,agrimony.eth,agrimony.eth,"stylish astronaut wearing a space helmet and a [clothing], facing half right. Rendered in a cyberpunk brush style with slightly reduced color fidelity, showcasing more muted neon colors and softer dynamic strokes, yet maintaining the futuristic and gritty aesthetic. The soft fabric contrasts with the sleek, reflective surface of the helmet, set against a dark background that subtly enhances the colors and stylistic shading, creating a moody and atmospheric effect. The astronaut gazes wistfully up, both representing a longing to be free of this world and to go higher","Higher States of Being is an experiment in permissionless digital art collectivism. 
Each volume collects AI generations seeded by a specific curated prompt which is then tweaked and worked by the artist to build on and expand the Higher oeuvre. 
Competing Higher narratives ensure that only the best vibes will win the culture wars and thus expand the influence of higher.

To this end, generative AI will be the great equalizer - allowing anyone to participate in this grand experiment.
Higher is no one, higher is everyone.

We invite you to remix and build upon the original prompts, and to release your own collections.
We only ask that you donate a portion of your proceeds back to the Higher Collective"
39,39.jpg,Higher States of Being  - Vol 2 #039,agrimony.eth,agrimony.eth,"stylish astronaut wearing a space helmet and a [clothing], facing half right. Rendered in a cyberpunk brush style with slightly reduced color fidelity, showcasing more muted neon colors and softer dynamic strokes, yet maintaining the futuristic and gritty aesthetic. The soft fabric contrasts with the sleek, reflective surface of the helmet, set against a dark background that subtly enhances the colors and stylistic shading, creating a moody and atmospheric effect. The astronaut gazes wistfully up, both representing a longing to be free of this world and to go higher","Higher States of Being is an experiment in permissionless digital art collectivism. 
Each volume collects AI generations seeded by a specific curated prompt which is then tweaked and worked by the artist to build on and expand the Higher oeuvre. 
Competing Higher narratives ensure that only the best vibes will win the culture wars and thus expand the influence of higher.

To this end, generative AI will be the great equalizer - allowing anyone to participate in this grand experiment.
Higher is no one, higher is everyone.

We invite you to remix and build upon the original prompts, and to release your own collections.
We only ask that you donate a portion of your proceeds back to the Higher Collective"
40,40.jpg,Higher States of Being  - Vol 2 #040,agrimony.eth,agrimony.eth,"stylish astronaut wearing a space helmet and a [clothing], facing half right. Rendered in a cyberpunk brush style with slightly reduced color fidelity, showcasing more muted neon colors and softer dynamic strokes, yet maintaining the futuristic and gritty aesthetic. The soft fabric contrasts with the sleek, reflective surface of the helmet, set against a dark background that subtly enhances the colors and stylistic shading, creating a moody and atmospheric effect. The astronaut gazes wistfully up, both representing a longing to be free of this world and to go higher","Higher States of Being is an experiment in permissionless digital art collectivism. 
Each volume collects AI generations seeded by a specific curated prompt which is then tweaked and worked by the artist to build on and expand the Higher oeuvre. 
Competing Higher narratives ensure that only the best vibes will win the culture wars and thus expand the influence of higher.

To this end, generative AI will be the great equalizer - allowing anyone to participate in this grand experiment.
Higher is no one, higher is everyone.

We invite you to remix and build upon the original prompts, and to release your own collections.
We only ask that you donate a portion of your proceeds back to the Higher Collective"
41,41.jpg,Higher States of Being  - Vol 2 #041,agrimony.eth,agrimony.eth,"stylish astronaut wearing a space helmet and a [clothing], facing half right. Rendered in a cyberpunk brush style with slightly reduced color fidelity, showcasing more muted neon colors and softer dynamic strokes, yet maintaining the futuristic and gritty aesthetic. The soft fabric contrasts with the sleek, reflective surface of the helmet, set against a dark background that subtly enhances the colors and stylistic shading, creating a moody and atmospheric effect. The astronaut gazes wistfully up, both representing a longing to be free of this world and to go higher","Higher States of Being is an experiment in permissionless digital art collectivism. 
Each volume collects AI generations seeded by a specific curated prompt which is then tweaked and worked by the artist to build on and expand the Higher oeuvre. 
Competing Higher narratives ensure that only the best vibes will win the culture wars and thus expand the influence of higher.

To this end, generative AI will be the great equalizer - allowing anyone to participate in this grand experiment.
Higher is no one, higher is everyone.

We invite you to remix and build upon the original prompts, and to release your own collections.
We only ask that you donate a portion of your proceeds back to the Higher Collective"
42,42.jpg,Higher States of Being  - Vol 2 #042,agrimony.eth,agrimony.eth,"stylish astronaut wearing a space helmet and a [clothing], facing half right. Rendered in a cyberpunk brush style with slightly reduced color fidelity, showcasing more muted neon colors and softer dynamic strokes, yet maintaining the futuristic and gritty aesthetic. The soft fabric contrasts with the sleek, reflective surface of the helmet, set against a dark background that subtly enhances the colors and stylistic shading, creating a moody and atmospheric effect. The astronaut gazes wistfully up, both representing a longing to be free of this world and to go higher","Higher States of Being is an experiment in permissionless digital art collectivism. 
Each volume collects AI generations seeded by a specific curated prompt which is then tweaked and worked by the artist to build on and expand the Higher oeuvre. 
Competing Higher narratives ensure that only the best vibes will win the culture wars and thus expand the influence of higher.

To this end, generative AI will be the great equalizer - allowing anyone to participate in this grand experiment.
Higher is no one, higher is everyone.

We invite you to remix and build upon the original prompts, and to release your own collections.
We only ask that you donate a portion of your proceeds back to the Higher Collective"
43,43.jpg,Higher States of Being  - Vol 2 #043,agrimony.eth,agrimony.eth,"stylish astronaut wearing a space helmet and a [clothing], facing half right. Rendered in a cyberpunk brush style with slightly reduced color fidelity, showcasing more muted neon colors and softer dynamic strokes, yet maintaining the futuristic and gritty aesthetic. The soft fabric contrasts with the sleek, reflective surface of the helmet, set against a dark background that subtly enhances the colors and stylistic shading, creating a moody and atmospheric effect. The astronaut gazes wistfully up, both representing a longing to be free of this world and to go higher","Higher States of Being is an experiment in permissionless digital art collectivism. 
Each volume collects AI generations seeded by a specific curated prompt which is then tweaked and worked by the artist to build on and expand the Higher oeuvre. 
Competing Higher narratives ensure that only the best vibes will win the culture wars and thus expand the influence of higher.

To this end, generative AI will be the great equalizer - allowing anyone to participate in this grand experiment.
Higher is no one, higher is everyone.

We invite you to remix and build upon the original prompts, and to release your own collections.
We only ask that you donate a portion of your proceeds back to the Higher Collective"
44,44.jpg,Higher States of Being  - Vol 2 #044,agrimony.eth,agrimony.eth,"stylish astronaut wearing a space helmet and a [clothing], facing half right. Rendered in a cyberpunk brush style with slightly reduced color fidelity, showcasing more muted neon colors and softer dynamic strokes, yet maintaining the futuristic and gritty aesthetic. The soft fabric contrasts with the sleek, reflective surface of the helmet, set against a dark background that subtly enhances the colors and stylistic shading, creating a moody and atmospheric effect. The astronaut gazes wistfully up, both representing a longing to be free of this world and to go higher","Higher States of Being is an experiment in permissionless digital art collectivism. 
Each volume collects AI generations seeded by a specific curated prompt which is then tweaked and worked by the artist to build on and expand the Higher oeuvre. 
Competing Higher narratives ensure that only the best vibes will win the culture wars and thus expand the influence of higher.

To this end, generative AI will be the great equalizer - allowing anyone to participate in this grand experiment.
Higher is no one, higher is everyone.

We invite you to remix and build upon the original prompts, and to release your own collections.
We only ask that you donate a portion of your proceeds back to the Higher Collective"
45,45.jpg,Higher States of Being  - Vol 2 #045,agrimony.eth,agrimony.eth,"stylish astronaut wearing a space helmet and a [clothing], facing half right. Rendered in a cyberpunk brush style with slightly reduced color fidelity, showcasing more muted neon colors and softer dynamic strokes, yet maintaining the futuristic and gritty aesthetic. The soft fabric contrasts with the sleek, reflective surface of the helmet, set against a dark background that subtly enhances the colors and stylistic shading, creating a moody and atmospheric effect. The astronaut gazes wistfully up, both representing a longing to be free of this world and to go higher","Higher States of Being is an experiment in permissionless digital art collectivism. 
Each volume collects AI generations seeded by a specific curated prompt which is then tweaked and worked by the artist to build on and expand the Higher oeuvre. 
Competing Higher narratives ensure that only the best vibes will win the culture wars and thus expand the influence of higher.

To this end, generative AI will be the great equalizer - allowing anyone to participate in this grand experiment.
Higher is no one, higher is everyone.

We invite you to remix and build upon the original prompts, and to release your own collections.
We only ask that you donate a portion of your proceeds back to the Higher Collective"
46,46.jpg,Higher States of Being  - Vol 2 #046,agrimony.eth,agrimony.eth,"stylish astronaut wearing a space helmet and a [clothing], facing half right. Rendered in a cyberpunk brush style with slightly reduced color fidelity, showcasing more muted neon colors and softer dynamic strokes, yet maintaining the futuristic and gritty aesthetic. The soft fabric contrasts with the sleek, reflective surface of the helmet, set against a dark background that subtly enhances the colors and stylistic shading, creating a moody and atmospheric effect. The astronaut gazes wistfully up, both representing a longing to be free of this world and to go higher","Higher States of Being is an experiment in permissionless digital art collectivism. 
Each volume collects AI generations seeded by a specific curated prompt which is then tweaked and worked by the artist to build on and expand the Higher oeuvre. 
Competing Higher narratives ensure that only the best vibes will win the culture wars and thus expand the influence of higher.

To this end, generative AI will be the great equalizer - allowing anyone to participate in this grand experiment.
Higher is no one, higher is everyone.

We invite you to remix and build upon the original prompts, and to release your own collections.
We only ask that you donate a portion of your proceeds back to the Higher Collective"
47,47.jpg,Higher States of Being  - Vol 2 #047,agrimony.eth,agrimony.eth,"stylish astronaut wearing a space helmet and a [clothing], facing half right. Rendered in a cyberpunk brush style with slightly reduced color fidelity, showcasing more muted neon colors and softer dynamic strokes, yet maintaining the futuristic and gritty aesthetic. The soft fabric contrasts with the sleek, reflective surface of the helmet, set against a dark background that subtly enhances the colors and stylistic shading, creating a moody and atmospheric effect. The astronaut gazes wistfully up, both representing a longing to be free of this world and to go higher","Higher States of Being is an experiment in permissionless digital art collectivism. 
Each volume collects AI generations seeded by a specific curated prompt which is then tweaked and worked by the artist to build on and expand the Higher oeuvre. 
Competing Higher narratives ensure that only the best vibes will win the culture wars and thus expand the influence of higher.

To this end, generative AI will be the great equalizer - allowing anyone to participate in this grand experiment.
Higher is no one, higher is everyone.

We invite you to remix and build upon the original prompts, and to release your own collections.
We only ask that you donate a portion of your proceeds back to the Higher Collective"
48,48.jpg,Higher States of Being  - Vol 2 #048,agrimony.eth,agrimony.eth,"stylish astronaut wearing a space helmet and a [clothing], facing half right. Rendered in a cyberpunk brush style with slightly reduced color fidelity, showcasing more muted neon colors and softer dynamic strokes, yet maintaining the futuristic and gritty aesthetic. The soft fabric contrasts with the sleek, reflective surface of the helmet, set against a dark background that subtly enhances the colors and stylistic shading, creating a moody and atmospheric effect. The astronaut gazes wistfully up, both representing a longing to be free of this world and to go higher","Higher States of Being is an experiment in permissionless digital art collectivism. 
Each volume collects AI generations seeded by a specific curated prompt which is then tweaked and worked by the artist to build on and expand the Higher oeuvre. 
Competing Higher narratives ensure that only the best vibes will win the culture wars and thus expand the influence of higher.

To this end, generative AI will be the great equalizer - allowing anyone to participate in this grand experiment.
Higher is no one, higher is everyone.

We invite you to remix and build upon the original prompts, and to release your own collections.
We only ask that you donate a portion of your proceeds back to the Higher Collective"
49,49.jpg,Higher States of Being  - Vol 2 #049,agrimony.eth,agrimony.eth,"stylish astronaut wearing a space helmet and a [clothing], facing half right. Rendered in a cyberpunk brush style with slightly reduced color fidelity, showcasing more muted neon colors and softer dynamic strokes, yet maintaining the futuristic and gritty aesthetic. The soft fabric contrasts with the sleek, reflective surface of the helmet, set against a dark background that subtly enhances the colors and stylistic shading, creating a moody and atmospheric effect. The astronaut gazes wistfully up, both representing a longing to be free of this world and to go higher","Higher States of Being is an experiment in permissionless digital art collectivism. 
Each volume collects AI generations seeded by a specific curated prompt which is then tweaked and worked by the artist to build on and expand the Higher oeuvre. 
Competing Higher narratives ensure that only the best vibes will win the culture wars and thus expand the influence of higher.

To this end, generative AI will be the great equalizer - allowing anyone to participate in this grand experiment.
Higher is no one, higher is everyone.

We invite you to remix and build upon the original prompts, and to release your own collections.
We only ask that you donate a portion of your proceeds back to the Higher Collective"
50,50.jpg,Higher States of Being  - Vol 2 #050,agrimony.eth,agrimony.eth,"stylish astronaut wearing a space helmet and a [clothing], facing half right. Rendered in a cyberpunk brush style with slightly reduced color fidelity, showcasing more muted neon colors and softer dynamic strokes, yet maintaining the futuristic and gritty aesthetic. The soft fabric contrasts with the sleek, reflective surface of the helmet, set against a dark background that subtly enhances the colors and stylistic shading, creating a moody and atmospheric effect. The astronaut gazes wistfully up, both representing a longing to be free of this world and to go higher","Higher States of Being is an experiment in permissionless digital art collectivism. 
Each volume collects AI generations seeded by a specific curated prompt which is then tweaked and worked by the artist to build on and expand the Higher oeuvre. 
Competing Higher narratives ensure that only the best vibes will win the culture wars and thus expand the influence of higher.

To this end, generative AI will be the great equalizer - allowing anyone to participate in this grand experiment.
Higher is no one, higher is everyone.

We invite you to remix and build upon the original prompts, and to release your own collections.
We only ask that you donate a portion of your proceeds back to the Higher Collective"
